uplift_score,uplift_segment,p_treatment,p_control,Converted
0.034344576,Lost Cause,0.07767009,0.043325514,0
-0.055543423,Sure Thing,0.8549247,0.9104681,1
0.14239398,Sleeping Dog,0.17251213,0.030118149,0
0.032993443,Lost Cause,0.05360412,0.020610677,0
0.08165839,Lost Cause,0.11567706,0.03401866,0
0.30298972,Sleeping Dog,0.3645336,0.06154388,0
0.3082564,Persuadable,0.8591591,0.5509027,0
-0.042735815,Sure Thing,0.94106096,0.9837968,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.32699457,Sleeping Dog,0.40355977,0.07656521,0
0.12329435,Sleeping Dog,0.16555256,0.042258203,0
-0.15027285,Sure Thing,0.6280897,0.7783626,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.3973745,Persuadable,0.790439,0.3930645,1
0.38240716,Sleeping Dog,0.47548354,0.093076386,0
0.24610117,Sleeping Dog,0.31201786,0.06591669,0
0.31678027,Sleeping Dog,0.38723928,0.070459,0
-0.15633655,Lost Cause,0.21190548,0.36824203,0
0.2913027,Sleeping Dog,0.3435975,0.052294794,0
0.08353986,Lost Cause,0.098816015,0.015276156,0
-0.10384047,Lost Cause,0.24756864,0.3514091,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.03990854,Lost Cause,0.07723224,0.037323702,0
-0.36627316,Lost Cause,0.16069515,0.5269683,1
0.32340252,Persuadable,0.6186037,0.29520118,0
0.3973745,Persuadable,0.790439,0.3930645,1
0.16924508,Sleeping Dog,0.18180202,0.012556935,0
0.06512725,Sure Thing,0.9928812,0.9277539,1
0.71806854,Persuadable,0.78176814,0.063699596,0
-0.10682237,Sure Thing,0.66171026,0.76853263,1
0.16008043,Persuadable,0.58639145,0.42631102,0
0.011991333,Lost Cause,0.04246994,0.030478608,0
0.053524412,Lost Cause,0.10108758,0.047563165,0
0.113220766,Sleeping Dog,0.21610163,0.102880865,0
0.29129472,Sleeping Dog,0.36438304,0.07308832,0
0.20444483,Sleeping Dog,0.22016563,0.015720803,0
0.00344624,Lost Cause,0.008503327,0.005057087,0
0.11015822,Sleeping Dog,0.123457566,0.013299349,0
0.023272887,Lost Cause,0.034335747,0.01106286,0
0.02060321,Lost Cause,0.049485423,0.028882213,0
-0.1404081,Lost Cause,0.3269638,0.4673719,1
0.06195694,Lost Cause,0.08382307,0.021866132,0
0.18139064,Persuadable,0.9656257,0.78423506,1
0.055279575,Lost Cause,0.098663814,0.04338424,0
0.28901678,Sleeping Dog,0.3596092,0.0705924,0
0.09216398,Sure Thing,0.927337,0.835173,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.19849896,Persuadable,0.9549481,0.75644916,1
0.1054042,Persuadable,0.53809166,0.43268746,1
0.13313329,Sleeping Dog,0.14978951,0.016656227,0
0.04951477,Sure Thing,0.9423853,0.89287055,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.2456136,Persuadable,0.68992895,0.44431534,0
-0.02136463,Lost Cause,0.2999044,0.32126904,0
0.18657929,Persuadable,0.92746884,0.74088955,1
0.27926654,Sleeping Dog,0.39240327,0.11313673,0
0.012754592,Lost Cause,0.026168646,0.013414054,0
-0.09004891,Lost Cause,0.4254225,0.5154714,1
0.11223912,Persuadable,0.61586,0.50362086,1
0.2140758,Persuadable,0.9731392,0.7590634,1
0.22731444,Sleeping Dog,0.31253523,0.085220784,0
0.1452606,Sleeping Dog,0.22383533,0.078574724,0
-0.114020556,Lost Cause,0.35595328,0.46997383,1
0.011697361,Lost Cause,0.039452422,0.027755061,0
0.17986675,Sleeping Dog,0.25719544,0.0773287,0
0.044848256,Lost Cause,0.065666586,0.020818332,0
0.17057198,Persuadable,0.9826666,0.8120946,1
-0.07324122,Lost Cause,0.011506207,0.084747426,0
0.15735532,Sleeping Dog,0.20268054,0.045325223,0
0.021689028,Lost Cause,0.4211095,0.39942047,0
0.21450979,Persuadable,0.76881945,0.55430967,1
0.22556075,Sleeping Dog,0.3102624,0.08470165,0
0.063876346,Lost Cause,0.112629935,0.048753586,0
0.15888634,Sleeping Dog,0.1834274,0.024541043,0
0.05507624,Sure Thing,0.8940188,0.8389426,1
0.013538749,Lost Cause,0.026048083,0.012509334,0
0.12738723,Persuadable,0.9137366,0.78634936,1
0.052706525,Lost Cause,0.07194359,0.019237062,0
0.3174159,Sleeping Dog,0.42711422,0.109698325,0
-0.35099196,Sure Thing,0.54064274,0.8916347,1
0.58351547,Persuadable,0.60889626,0.025380798,0
0.027135596,Lost Cause,0.03380242,0.0066668247,0
0.6437243,Persuadable,0.73712546,0.09340111,0
0.020805487,Lost Cause,0.027011527,0.00620604,0
0.027000463,Lost Cause,0.034436356,0.007435893,0
0.032782137,Lost Cause,0.041610267,0.008828129,0
0.15858999,Sleeping Dog,0.2560623,0.09747232,0
0.027892964,Lost Cause,0.034078147,0.006185183,0
0.17820579,Persuadable,0.70418584,0.52598006,0
0.256679,Sleeping Dog,0.31418833,0.05750933,0
-0.32386857,Sure Thing,0.56584835,0.8897169,1
0.02095778,Lost Cause,0.027163818,0.00620604,0
-0.29844755,Lost Cause,0.43795025,0.7363978,1
-0.08846545,Lost Cause,0.33691102,0.42537647,0
0.0612033,Sure Thing,0.9212971,0.8600938,1
0.048492096,Lost Cause,0.05327123,0.0047791353,0
0.48511934,Persuadable,0.5200142,0.03489488,0
0.02095778,Lost Cause,0.027163818,0.00620604,0
0.006415069,Sure Thing,0.95916504,0.95274997,1
0.09237269,Lost Cause,0.151591,0.05921831,0
0.022969086,Lost Cause,0.031615075,0.008645988,0
0.029705644,Sure Thing,0.95337313,0.9236675,1
0.21269959,Sleeping Dog,0.28392678,0.0712272,0
0.18721288,Sleeping Dog,0.1976085,0.010395616,0
0.23660809,Persuadable,0.9490273,0.7124192,1
0.47147334,Persuadable,0.66012454,0.1886512,1
0.1625021,Sleeping Dog,0.2535711,0.091069,0
0.29868874,Sleeping Dog,0.39063853,0.0919498,1
0.086663336,Lost Cause,0.14183415,0.055170815,0
0.47549963,Persuadable,0.6213947,0.14589508,0
0.20006305,Persuadable,0.7486608,0.54859775,1
-0.12707075,Lost Cause,0.33509308,0.46216384,1
0.35999745,Persuadable,0.63745445,0.277457,0
0.06878793,Sure Thing,0.96906763,0.9002797,1
0.0020643622,Lost Cause,0.16151589,0.15945153,0
0.023077983,Lost Cause,0.05059643,0.027518447,0
0.20891768,Persuadable,0.99351656,0.7845989,1
-0.0369159,Sure Thing,0.9409417,0.9778576,1
0.11615912,Sleeping Dog,0.12794434,0.011785216,0
-0.022292066,Lost Cause,0.03553808,0.057830147,0
0.0069732843,Lost Cause,0.015898205,0.008924921,0
0.14055592,Sleeping Dog,0.17067407,0.030118149,0
0.049194627,Lost Cause,0.074914426,0.025719801,0
-0.003476508,Lost Cause,0.06683405,0.070310555,0
0.25185925,Persuadable,0.78940755,0.5375483,0
-0.19389135,Sure Thing,0.7220848,0.91597617,1
0.08658074,Lost Cause,0.116048224,0.029467488,0
0.08112991,Lost Cause,0.13338795,0.05225805,0
0.032348193,Lost Cause,0.0572152,0.024867004,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.038353343,Lost Cause,0.05737215,0.019018807,0
0.13192606,Persuadable,0.711282,0.57935596,1
0.11434067,Sleeping Dog,0.13868995,0.024349282,0
-0.007332504,Sure Thing,0.8795528,0.8868853,1
0.09125429,Lost Cause,0.14091486,0.04966057,0
0.03831435,Lost Cause,0.059231408,0.02091706,0
0.18377611,Sleeping Dog,0.21268629,0.028910179,0
0.40098822,Sleeping Dog,0.46939054,0.068402305,1
0.16185695,Persuadable,0.777584,0.61572707,1
0.44043308,Persuadable,0.92685616,0.48642308,0
0.08498058,Lost Cause,0.09986217,0.014881597,0
0.26991948,Sleeping Dog,0.36946917,0.09954967,1
0.0361176,Lost Cause,0.20076448,0.16464688,0
0.14568925,Sleeping Dog,0.40856326,0.262874,0
-0.0023726225,Sure Thing,0.97339725,0.9757699,1
0.2509161,Sleeping Dog,0.45806614,0.20715004,1
0.046829194,Lost Cause,0.06524113,0.018411934,0
0.022000782,Lost Cause,0.044664674,0.022663891,0
0.14971212,Sleeping Dog,0.21744223,0.06773011,0
0.17433439,Sleeping Dog,0.2551779,0.08084349,0
0.2032142,Sleeping Dog,0.26033038,0.057116177,0
0.024293542,Sure Thing,0.9495405,0.92524695,1
0.114619076,Persuadable,0.97053784,0.85591877,0
0.17506087,Persuadable,0.9608604,0.7857995,1
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.112775266,Persuadable,0.7876304,0.6748551,1
0.002549231,Sure Thing,0.98213875,0.9795895,1
-0.11128813,Sure Thing,0.8394424,0.9507305,1
0.0151762925,Lost Cause,0.026440986,0.011264693,0
0.03880498,Lost Cause,0.047070593,0.008265612,0
0.035553686,Lost Cause,0.061610907,0.026057223,0
-0.07779443,Sure Thing,0.8751524,0.95294684,1
0.344646,Sleeping Dog,0.41001138,0.06536537,0
0.31003684,Persuadable,0.9004793,0.5904425,0
0.35793734,Sleeping Dog,0.46325886,0.10532151,0
0.33347774,Sleeping Dog,0.4465619,0.11308415,1
0.17896815,Sleeping Dog,0.2088244,0.029856244,0
-0.020538718,Lost Cause,0.295514,0.3160527,1
0.033806898,Lost Cause,0.07797236,0.044165462,0
0.307008,Persuadable,0.70594823,0.39894024,1
0.17595613,Persuadable,0.94718546,0.7712293,1
-0.010772296,Lost Cause,0.007754796,0.018527092,0
0.2044676,Sleeping Dog,0.28110287,0.07663527,0
-0.059857666,Sure Thing,0.87810886,0.9379665,1
0.24971671,Sleeping Dog,0.25802612,0.008309415,0
0.20677802,Sleeping Dog,0.21909624,0.012318219,0
0.4000882,Sleeping Dog,0.49783644,0.097748235,0
0.017256796,Sure Thing,0.8514128,0.834156,1
0.42378852,Persuadable,0.7474174,0.32362887,0
0.19057204,Sleeping Dog,0.28061754,0.0900455,0
0.08078915,Sure Thing,0.9882218,0.9074327,1
0.39608288,Sleeping Dog,0.4287739,0.032691043,0
0.17598629,Persuadable,0.80404735,0.62806106,0
0.30246922,Sleeping Dog,0.40777335,0.10530412,1
-0.056527987,Lost Cause,0.16499355,0.22152154,0
0.1725449,Sleeping Dog,0.24250248,0.069957584,0
0.44043308,Persuadable,0.92685616,0.48642308,0
0.017908394,Sure Thing,0.98807144,0.97016305,1
0.28972808,Sleeping Dog,0.32419235,0.034464274,0
0.50554186,Persuadable,0.6903337,0.18479186,0
0.036215067,Lost Cause,0.069662176,0.03344711,0
0.034896664,Lost Cause,0.060035806,0.025139144,0
0.37828124,Sleeping Dog,0.41011217,0.03183095,0
0.09320916,Lost Cause,0.11896957,0.025760408,0
-0.05972892,Sure Thing,0.76172906,0.821458,1
-0.0036201552,Lost Cause,0.020542638,0.024162794,0
0.09585279,Lost Cause,0.10727856,0.011425769,0
0.21910684,Sleeping Dog,0.27967492,0.060568083,0
0.08878625,Lost Cause,0.09898101,0.010194753,0
0.017525679,Lost Cause,0.02448532,0.0069596414,0
0.030926414,Lost Cause,0.03616506,0.0052386452,0
-0.010074161,Lost Cause,0.09244173,0.10251589,0
0.13041843,Sleeping Dog,0.14318363,0.012765201,0
-0.055512846,Sure Thing,0.79445475,0.8499676,1
-0.012964409,Lost Cause,0.013830004,0.026794413,0
0.1481508,Sleeping Dog,0.22076544,0.07261464,0
0.0471597,Lost Cause,0.06617851,0.019018807,0
-0.056003332,Sure Thing,0.8359334,0.8919367,1
0.14318846,Sleeping Dog,0.21996896,0.0767805,0
0.115457416,Persuadable,0.96015114,0.8446937,1
-0.010016168,Lost Cause,0.016674068,0.026690235,0
0.028441738,Lost Cause,0.042381085,0.013939348,0
0.027942657,Sure Thing,0.96770805,0.9397654,1
0.026493847,Lost Cause,0.21021652,0.18372267,0
0.44333223,Persuadable,0.7619516,0.3186194,0
0.02997877,Lost Cause,0.058440596,0.028461825,0
-0.015700758,Sure Thing,0.5280248,0.54372555,1
0.051265895,Lost Cause,0.13802195,0.08675605,0
-0.0062215626,Lost Cause,0.0608961,0.06711766,0
-0.026368082,Sure Thing,0.68195164,0.7083197,1
0.13137358,Sleeping Dog,0.16537952,0.034005933,0
0.2488687,Persuadable,0.91237247,0.66350377,1
0.18294758,Sleeping Dog,0.34874356,0.16579598,0
0.415244,Persuadable,0.7140412,0.29879716,0
0.3904379,Sleeping Dog,0.48618495,0.09574704,0
0.16293566,Sleeping Dog,0.25069088,0.08775522,1
0.22033066,Persuadable,0.9814942,0.76116353,0
0.1560288,Sleeping Dog,0.185077,0.029048188,0
-0.07566427,Lost Cause,0.078888714,0.15455298,1
0.2259523,Sleeping Dog,0.27326292,0.04731062,0
0.03647756,Lost Cause,0.14401785,0.10754029,0
-0.001481533,Sure Thing,0.9844468,0.98592836,1
0.20926906,Sleeping Dog,0.38302657,0.17375751,1
-0.088386595,Sure Thing,0.891502,0.9798886,1
0.23442748,Sleeping Dog,0.33249432,0.09806684,0
0.048955113,Lost Cause,0.058166564,0.00921145,0
0.77117217,Persuadable,0.8818097,0.11063754,0
0.11983191,Sleeping Dog,0.20046395,0.08063204,0
0.22208422,Persuadable,0.9665141,0.7444299,0
0.013958216,Lost Cause,0.31717816,0.30321994,0
-0.21996267,Lost Cause,0.21282591,0.43278858,0
0.21207072,Sleeping Dog,0.26032397,0.04825325,1
0.38989645,Persuadable,0.79529214,0.4053957,0
0.49153578,Persuadable,0.64107406,0.14953826,0
0.095521964,Lost Cause,0.102110215,0.006588248,0
0.1647656,Persuadable,0.9669212,0.8021556,1
0.36081403,Sleeping Dog,0.4603517,0.09953768,1
0.039256293,Lost Cause,0.061114013,0.02185772,0
0.40572447,Persuadable,0.98541623,0.57969177,0
0.16059753,Sleeping Dog,0.22349715,0.06289962,0
-0.005722085,Lost Cause,0.011584431,0.017306516,0
0.28658676,Persuadable,0.5335031,0.24691635,0
0.46575904,Persuadable,0.64522684,0.17946781,0
0.07397484,Lost Cause,0.14380948,0.06983464,0
0.058256507,Sure Thing,0.86388505,0.80562854,1
0.67177474,Persuadable,0.96178854,0.2900138,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.038353343,Lost Cause,0.05737215,0.019018807,0
-0.0013853908,Sure Thing,0.7752641,0.7766495,1
0.038353343,Lost Cause,0.05737215,0.019018807,0
0.14747712,Sleeping Dog,0.17171955,0.024242433,0
0.442885,Sleeping Dog,0.4938992,0.051014178,0
-0.07395458,Sure Thing,0.7737851,0.8477397,1
0.050105114,Lost Cause,0.0843755,0.034270387,0
0.10252002,Sleeping Dog,0.11836266,0.01584264,0
0.15443902,Sleeping Dog,0.20679386,0.05235484,0
0.03951204,Lost Cause,0.08040951,0.040897474,0
0.23650572,Sleeping Dog,0.34405732,0.1075516,0
-0.022292066,Lost Cause,0.03553808,0.057830147,0
0.088912964,Sure Thing,0.8828596,0.7939466,0
0.25022954,Persuadable,0.8294264,0.5791969,1
-0.28059396,Lost Cause,0.19858629,0.47918025,1
0.083577156,Lost Cause,0.12542233,0.041845173,0
0.44846,Persuadable,0.5268074,0.078347415,0
0.19293213,Persuadable,0.80464375,0.6117116,1
0.04934835,Lost Cause,0.05616424,0.006815887,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,1
0.20156252,Sleeping Dog,0.27458447,0.07302195,0
0.020467699,Sure Thing,0.9908087,0.970341,1
0.02505207,Sure Thing,0.9895046,0.9644525,1
-0.011456862,Lost Cause,0.19701165,0.20846851,0
0.13126183,Persuadable,0.76498514,0.6337233,0
0.077319026,Sure Thing,0.8729807,0.7956617,1
0.0037325025,Sure Thing,0.97175276,0.96802026,1
0.13166612,Sleeping Dog,0.21283208,0.08116595,0
0.57883734,Persuadable,0.68903565,0.1101983,0
0.057191417,Lost Cause,0.074015856,0.016824441,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.39278987,Persuadable,0.65253794,0.25974807,0
0.29352027,Persuadable,0.9519354,0.65841514,1
0.22777185,Sleeping Dog,0.2935603,0.065788455,0
0.9024619,Persuadable,0.9328535,0.030391611,0
0.17430283,Sleeping Dog,0.21892695,0.044624116,0
-0.03928423,Sure Thing,0.9152136,0.9544978,1
0.071179666,Lost Cause,0.103833966,0.0326543,0
0.118849695,Sleeping Dog,0.46163893,0.34278923,1
-0.007175863,Sure Thing,0.9695525,0.9767284,1
0.02533808,Lost Cause,0.03399385,0.008655771,0
0.18181136,Persuadable,0.62987155,0.44806018,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,1
0.1692477,Sleeping Dog,0.2565895,0.0873418,0
0.027509332,Sure Thing,0.9958146,0.9683053,1
-0.15837193,Sure Thing,0.70124227,0.8596142,1
0.19223267,Persuadable,0.80291826,0.6106856,0
-0.02606076,Sure Thing,0.9153778,0.94143856,1
0.06576093,Lost Cause,0.08662516,0.020864228,0
0.48137414,Persuadable,0.5737865,0.09241235,0
0.6196445,Persuadable,0.93452513,0.3148806,1
0.012190744,Lost Cause,0.07972455,0.067533806,0
0.34856492,Persuadable,0.52968735,0.1811224,0
0.22235459,Persuadable,0.905974,0.6836194,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.0130447745,Sure Thing,0.97847533,0.96543056,1
0.04189706,Sure Thing,0.9935859,0.9516888,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.46207312,Persuadable,0.5381737,0.07610056,0
0.05029756,Sure Thing,0.9866833,0.93638575,1
0.01931312,Lost Cause,0.024898093,0.005584973,0
0.23672241,Persuadable,0.8876717,0.6509493,1
0.25207767,Sleeping Dog,0.34904376,0.09696608,0
0.051885173,Lost Cause,0.075740896,0.023855723,0
0.23881513,Persuadable,0.7962029,0.55738777,0
0.33791724,Sleeping Dog,0.4187607,0.080843456,0
0.07557005,Sure Thing,0.9807575,0.9051874,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.002429068,Sure Thing,0.78675103,0.78432196,1
-0.021015942,Sure Thing,0.6564813,0.67749727,0
0.658216,Persuadable,0.939195,0.28097898,1
-0.14858131,Lost Cause,0.057954147,0.20653546,0
0.022124887,Sure Thing,0.9427529,0.920628,1
0.33130395,Persuadable,0.84164727,0.5103433,1
0.35157967,Sleeping Dog,0.41179273,0.060213074,0
0.34334683,Persuadable,0.51697683,0.17363,1
-0.037344992,Sure Thing,0.93136096,0.96870595,1
0.09597719,Sure Thing,0.65044796,0.5544708,1
-0.00090807676,Sure Thing,0.9747372,0.9756453,1
0.1703475,Sleeping Dog,0.27914283,0.10879533,0
0.3882802,Persuadable,0.89547074,0.5071905,1
0.03567539,Lost Cause,0.05582478,0.020149386,0
0.046795607,Lost Cause,0.065692015,0.01889641,0
-0.0023726225,Sure Thing,0.97339725,0.9757699,1
0.19984567,Sleeping Dog,0.2897905,0.08994484,0
0.02687484,Sure Thing,0.9291423,0.90226746,1
0.32792917,Sleeping Dog,0.3891755,0.061246324,0
-0.18226546,Lost Cause,0.07700171,0.25926718,0
0.28899848,Persuadable,0.8469323,0.5579338,1
0.6632189,Persuadable,0.67287827,0.009659368,0
0.55823046,Persuadable,0.7217365,0.16350605,1
0.14544898,Persuadable,0.94731736,0.8018684,1
0.41344333,Persuadable,0.90037775,0.48693442,1
0.0495267,Lost Cause,0.0790887,0.029562004,0
0.060565382,Lost Cause,0.38723856,0.32667318,0
0.092186436,Lost Cause,0.11223003,0.0200436,0
0.0660848,Sure Thing,0.97929686,0.91321206,1
0.10031464,Sleeping Dog,0.12601113,0.025696492,0
0.08416833,Lost Cause,0.10291033,0.018742006,0
0.20469208,Sleeping Dog,0.2630192,0.058327124,0
0.12716168,Sleeping Dog,0.15721142,0.030049749,0
0.44043308,Persuadable,0.92685616,0.48642308,1
0.26678866,Sleeping Dog,0.34886196,0.0820733,0
0.110287756,Sleeping Dog,0.11770716,0.007419406,0
0.06846282,Lost Cause,0.08551396,0.017051142,0
-0.035229504,Sure Thing,0.8545646,0.8897941,1
0.10059964,Sleeping Dog,0.12879497,0.028195327,0
0.0042093787,Lost Cause,0.02570399,0.021494612,0
0.1043353,Sleeping Dog,0.14856529,0.04422999,0
0.23580313,Persuadable,0.94057095,0.7047678,1
0.034329534,Lost Cause,0.048635706,0.014306175,0
0.052636564,Sure Thing,0.98277193,0.93013537,1
0.14098625,Sleeping Dog,0.18466574,0.043679487,0
0.29868874,Sleeping Dog,0.39063853,0.0919498,1
0.16434729,Persuadable,0.9594668,0.7951195,1
0.061528664,Lost Cause,0.094092816,0.032564152,0
0.084286965,Lost Cause,0.11270842,0.028421454,0
0.15798622,Persuadable,0.9809208,0.82293457,1
-0.051650435,Lost Cause,0.36155137,0.4132018,0
0.19767119,Sleeping Dog,0.2709477,0.073276505,0
0.030340552,Lost Cause,0.06527561,0.034935057,0
-0.014098585,Sure Thing,0.9612783,0.9753769,1
0.006110441,Lost Cause,0.039887104,0.033776663,0
0.30166295,Persuadable,0.53916967,0.23750672,0
-0.029297322,Lost Cause,0.3482837,0.37758103,1
0.3727575,Persuadable,0.90264463,0.52988714,0
0.034671783,Sure Thing,0.9926603,0.9579885,1
0.3196438,Persuadable,0.88414496,0.56450117,0
0.5336393,Persuadable,0.8965905,0.3629512,1
-0.048109174,Sure Thing,0.5028382,0.55094737,1
0.1312637,Sleeping Dog,0.19704588,0.06578218,0
0.2594046,Sleeping Dog,0.38871795,0.12931336,0
-0.056021854,Lost Cause,0.21930219,0.27532405,0
0.20991445,Sleeping Dog,0.42723358,0.21731913,1
0.31387904,Sleeping Dog,0.3758341,0.06195506,0
0.041070305,Lost Cause,0.08096638,0.03989608,0
0.026699066,Sure Thing,0.997976,0.97127694,1
-0.18803799,Lost Cause,0.39370924,0.58174723,1
0.12543643,Persuadable,0.80091125,0.6754748,1
0.25840253,Persuadable,0.7834732,0.52507067,0
0.036670454,Lost Cause,0.067892455,0.031222003,0
0.029390374,Lost Cause,0.05082478,0.021434406,0
0.25977612,Sleeping Dog,0.34754196,0.08776585,0
0.046281382,Lost Cause,0.20412749,0.15784611,0
-0.050346315,Sure Thing,0.7427384,0.79308474,1
0.42064446,Persuadable,0.5293853,0.108740866,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.19613247,Sleeping Dog,0.2811041,0.08497162,1
-0.00665617,Lost Cause,0.4734327,0.48008886,0
0.11696792,Sleeping Dog,0.14445472,0.027486797,0
0.62484664,Persuadable,0.9338073,0.30896068,1
0.17577285,Sleeping Dog,0.23030294,0.054530095,1
-0.002527915,Lost Cause,0.12417432,0.12670223,0
0.49953952,Persuadable,0.6879191,0.18837956,0
0.5529272,Persuadable,0.7801344,0.2272072,0
0.1441192,Persuadable,0.94441146,0.80029225,1
0.042856354,Lost Cause,0.08430168,0.041445326,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.2572301,Sleeping Dog,0.275729,0.01849889,0
0.37965232,Persuadable,0.9800251,0.6003728,1
0.35414058,Persuadable,0.9790204,0.62487984,1
0.15227824,Sleeping Dog,0.22428262,0.072004385,0
-0.15878421,Sure Thing,0.60414004,0.76292425,1
0.4641181,Persuadable,0.74704486,0.28292677,0
0.6315955,Persuadable,0.64349276,0.011897245,0
0.37569594,Persuadable,0.506787,0.13109104,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.22178908,Sleeping Dog,0.39825323,0.17646416,0
0.024268124,Lost Cause,0.068378545,0.04411042,0
0.6632189,Persuadable,0.67287827,0.009659368,0
0.26196453,Persuadable,0.5172978,0.25533327,0
0.038782,Sure Thing,0.98330873,0.94452673,1
0.1742211,Persuadable,0.83234626,0.65812516,1
0.037868023,Sure Thing,0.88519293,0.8473249,1
0.22558141,Persuadable,0.88340414,0.6578227,0
0.09792459,Sure Thing,0.7675179,0.66959333,1
0.05610645,Sure Thing,0.93526655,0.8791601,1
0.16056956,Sleeping Dog,0.18374111,0.02317154,0
0.13742101,Persuadable,0.96136904,0.823948,1
0.11611205,Persuadable,0.95417583,0.8380638,1
0.015788198,Sure Thing,0.9982161,0.9824279,1
-0.20253241,Sure Thing,0.625886,0.82841843,1
0.022315504,Lost Cause,0.031384822,0.009069318,0
0.052840263,Lost Cause,0.06900251,0.016162248,0
-0.20177586,Lost Cause,0.19254272,0.39431858,1
0.05923903,Sure Thing,0.9952246,0.93598557,1
-0.11335516,Sure Thing,0.82813513,0.9414903,1
0.0060054353,Lost Cause,0.020124251,0.014118816,0
0.08053163,Lost Cause,0.14247891,0.061947286,0
0.4409813,Persuadable,0.83664244,0.39566115,0
0.058999717,Sure Thing,0.9432568,0.8842571,1
0.11269361,Persuadable,0.9936487,0.8809551,1
0.21428154,Sleeping Dog,0.24459076,0.030309217,0
0.025288045,Sure Thing,0.9189093,0.89362127,1
